#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCG2	EGF	9606.ENSP00000237612	9606.ENSP00000265171	0	0	0	0	0	0	0	0.568	0.568
ABCG2	MYC	9606.ENSP00000237612	9606.ENSP00000479618	0	0	0	0	0	0	0	0.568	0.568
ABCG2	NOTCH1	9606.ENSP00000237612	9606.ENSP00000277541	0	0	0	0	0	0	0	0.572	0.572
ABCG2	PTEN	9606.ENSP00000237612	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.565	0.575
ABCG2	EZH2	9606.ENSP00000237612	9606.ENSP00000320147	0	0	0	0	0.063	0.368	0	0.350	0.581
ABCG2	TP53	9606.ENSP00000237612	9606.ENSP00000269305	0	0	0	0	0	0	0	0.595	0.595
ABCG2	ACTB	9606.ENSP00000237612	9606.ENSP00000349960	0	0	0	0	0	0	0	0.595	0.595
ABCG2	AKT1	9606.ENSP00000237612	9606.ENSP00000451828	0	0	0	0	0.062	0.057	0	0.602	0.618
ABCG2	CTNNB1	9606.ENSP00000237612	9606.ENSP00000344456	0	0	0	0	0	0	0	0.637	0.637
ABCG2	SOX2	9606.ENSP00000237612	9606.ENSP00000323588	0	0	0	0	0.108	0	0	0.702	0.723
ABCG2	ALB	9606.ENSP00000237612	9606.ENSP00000295897	0	0	0	0	0.051	0	0	0.738	0.741
ABCG2	EGFR	9606.ENSP00000237612	9606.ENSP00000275493	0	0	0	0	0.075	0	0	0.737	0.746
ABCG2	CD44	9606.ENSP00000237612	9606.ENSP00000398632	0	0	0	0	0	0	0	0.794	0.794
ACTB	DCN	9606.ENSP00000349960	9606.ENSP00000052754	0	0	0	0	0.049	0.122	0	0.401	0.456
ACTB	SIRT1	9606.ENSP00000349960	9606.ENSP00000212015	0	0	0	0	0.062	0.092	0	0.725	0.745
ACTB	MAPK1	9606.ENSP00000349960	9606.ENSP00000215832	0	0	0	0	0.049	0.064	0	0.607	0.620
ACTB	MMP2	9606.ENSP00000349960	9606.ENSP00000219070	0	0	0	0	0.063	0	0	0.694	0.701
ACTB	TSC2	9606.ENSP00000349960	9606.ENSP00000219476	0	0	0	0	0	0	0	0.527	0.527
ACTB	TGFB1	9606.ENSP00000349960	9606.ENSP00000221930	0	0	0	0	0.081	0	0	0.592	0.609
ACTB	HGF	9606.ENSP00000349960	9606.ENSP00000222390	0	0	0	0	0	0	0	0.583	0.583
ACTB	GCK	9606.ENSP00000349960	9606.ENSP00000223366	0	0	0	0	0.062	0.118	0	0.443	0.499
ACTB	RPS6KB1	9606.ENSP00000349960	9606.ENSP00000225577	0	0	0	0	0	0.076	0	0.744	0.753
ACTB	CCND1	9606.ENSP00000349960	9606.ENSP00000227507	0	0	0	0	0.052	0	0	0.845	0.847
ACTB	KITLG	9606.ENSP00000349960	9606.ENSP00000228280	0	0	0	0	0	0	0	0.526	0.526
ACTB	CDKN1B	9606.ENSP00000349960	9606.ENSP00000228872	0	0	0	0	0	0	0	0.636	0.636
ACTB	GAPDH	9606.ENSP00000349960	9606.ENSP00000229239	0	0	0	0	0.344	0.382	0	0.938	0.972
ACTB	MAPK14	9606.ENSP00000349960	9606.ENSP00000229795	0	0	0	0	0	0.064	0	0.649	0.657
ACTB	HBEGF	9606.ENSP00000349960	9606.ENSP00000230990	0	0	0	0	0.062	0	0	0.426	0.439
ACTB	PLEK	9606.ENSP00000349960	9606.ENSP00000234313	0	0	0	0	0	0	0	0.485	0.485
ACTB	CAT	9606.ENSP00000349960	9606.ENSP00000241052	0	0	0	0	0.062	0.089	0	0.739	0.757
ACTB	PLCG1	9606.ENSP00000349960	9606.ENSP00000244007	0	0	0	0	0	0	0	0.471	0.471
ACTB	SNAI1	9606.ENSP00000349960	9606.ENSP00000244050	0	0	0	0	0	0	0	0.733	0.733
ACTB	BMP4	9606.ENSP00000349960	9606.ENSP00000245451	0	0	0	0	0	0	0	0.574	0.574
ACTB	SOX9	9606.ENSP00000349960	9606.ENSP00000245479	0	0	0	0	0	0.056	0	0.625	0.631
ACTB	YWHAH	9606.ENSP00000349960	9606.ENSP00000248975	0	0	0	0	0.209	0.103	0	0.283	0.447
ACTB	MYOD1	9606.ENSP00000349960	9606.ENSP00000250003	0	0	0	0	0.062	0	0	0.569	0.578
ACTB	RAF1	9606.ENSP00000349960	9606.ENSP00000251849	0	0	0	0	0.053	0.078	0	0.569	0.591
ACTB	JAG1	9606.ENSP00000349960	9606.ENSP00000254958	0	0	0	0	0	0.077	0	0.543	0.560
ACTB	KRAS	9606.ENSP00000349960	9606.ENSP00000256078	0	0	0	0	0	0.104	0	0.689	0.709
ACTB	CCNB1	9606.ENSP00000349960	9606.ENSP00000256442	0	0	0	0	0.085	0.109	0	0.746	0.775
ACTB	NOTCH2	9606.ENSP00000349960	9606.ENSP00000256646	0	0	0	0	0	0.077	0	0.485	0.504
ACTB	MDM2	9606.ENSP00000349960	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0.688	0.762
ACTB	ITGAV	9606.ENSP00000349960	9606.ENSP00000261023	0	0	0	0	0.062	0	0.600	0.434	0.769
ACTB	CCND2	9606.ENSP00000349960	9606.ENSP00000261254	0	0	0	0	0.055	0.270	0	0.536	0.652
ACTB	CDH1	9606.ENSP00000349960	9606.ENSP00000261769	0	0	0	0	0	0	0	0.846	0.846
ACTB	SMAD2	9606.ENSP00000349960	9606.ENSP00000262160	0	0	0	0	0	0.060	0	0.713	0.718
ACTB	CCNE1	9606.ENSP00000349960	9606.ENSP00000262643	0	0	0	0	0.056	0.077	0	0.584	0.606
ACTB	TIMP2	9606.ENSP00000349960	9606.ENSP00000262768	0	0	0	0	0	0	0	0.536	0.536
ACTB	MAPK3	9606.ENSP00000349960	9606.ENSP00000263025	0	0	0	0	0	0.064	0	0.887	0.890
ACTB	SYP	9606.ENSP00000349960	9606.ENSP00000263233	0	0	0	0	0	0.057	0	0.664	0.670
ACTB	EP300	9606.ENSP00000349960	9606.ENSP00000263253	0	0	0	0	0	0.239	0.650	0.521	0.861
ACTB	IL1B	9606.ENSP00000349960	9606.ENSP00000263341	0	0	0	0	0	0	0	0.856	0.856
ACTB	NOTCH3	9606.ENSP00000349960	9606.ENSP00000263388	0	0	0	0	0	0.077	0	0.473	0.492
ACTB	KDR	9606.ENSP00000349960	9606.ENSP00000263923	0	0	0	0	0	0	0	0.673	0.673
ACTB	PIK3CA	9606.ENSP00000349960	9606.ENSP00000263967	0	0	0	0	0	0.153	0	0.552	0.604
ACTB	CBL	9606.ENSP00000349960	9606.ENSP00000264033	0	0	0	0	0.053	0.480	0	0.386	0.671
ACTB	YWHAE	9606.ENSP00000349960	9606.ENSP00000264335	0	0	0	0	0.095	0.103	0	0.396	0.467
ACTB	FGF2	9606.ENSP00000349960	9606.ENSP00000264498	0	0	0	0	0	0	0	0.750	0.750
ACTB	STAT3	9606.ENSP00000349960	9606.ENSP00000264657	0	0	0	0	0	0	0	0.806	0.806
ACTB	LEF1	9606.ENSP00000349960	9606.ENSP00000265165	0	0	0	0	0	0	0	0.524	0.524
ACTB	EGF	9606.ENSP00000349960	9606.ENSP00000265171	0	0	0	0	0	0	0	0.800	0.800
ACTB	WNT2	9606.ENSP00000349960	9606.ENSP00000265441	0	0	0	0	0	0	0	0.447	0.447
ACTB	ERBB3	9606.ENSP00000349960	9606.ENSP00000267101	0	0	0	0	0	0.128	0	0.549	0.590
ACTB	PXN	9606.ENSP00000349960	9606.ENSP00000267257	0	0	0	0	0.087	0.056	0	0.609	0.634
ACTB	FGF7	9606.ENSP00000349960	9606.ENSP00000267843	0	0	0	0	0	0	0	0.432	0.432
ACTB	IGF1R	9606.ENSP00000349960	9606.ENSP00000268035	0	0	0	0	0.053	0.078	0	0.625	0.644
ACTB	CDH2	9606.ENSP00000349960	9606.ENSP00000269141	0	0	0	0	0	0	0	0.763	0.763
ACTB	TP53	9606.ENSP00000349960	9606.ENSP00000269305	0	0	0	0	0.062	0.128	0	0.881	0.894
ACTB	ERBB2	9606.ENSP00000349960	9606.ENSP00000269571	0	0	0	0	0	0.270	0	0.855	0.890
ACTB	CCNA2	9606.ENSP00000349960	9606.ENSP00000274026	0	0	0	0	0.062	0.077	0	0.684	0.702
ACTB	EGFR	9606.ENSP00000349960	9606.ENSP00000275493	0	0	0	0	0	0.415	0	0.766	0.857
ACTB	CDKN2B	9606.ENSP00000349960	9606.ENSP00000276925	0	0	0	0	0	0.103	0	0.402	0.441
ACTB	NOTCH1	9606.ENSP00000349960	9606.ENSP00000277541	0	0	0	0	0	0.077	0	0.703	0.714
ACTB	ATM	9606.ENSP00000349960	9606.ENSP00000278616	0	0	0	0	0	0.061	0	0.705	0.711
ACTB	MYCN	9606.ENSP00000349960	9606.ENSP00000281043	0	0	0	0	0	0.062	0	0.528	0.538
ACTB	TJP1	9606.ENSP00000349960	9606.ENSP00000281537	0	0	0	0	0	0.284	0.800	0.745	0.960
ACTB	GNAQ	9606.ENSP00000349960	9606.ENSP00000286548	0	0	0	0	0.058	0.112	0	0.383	0.440
ACTB	PPARG	9606.ENSP00000349960	9606.ENSP00000287820	0	0	0	0	0	0.056	0.600	0.747	0.896
ACTB	PIK3CB	9606.ENSP00000349960	9606.ENSP00000289153	0	0	0	0	0	0.153	0	0.411	0.480
ACTB	STAT5B	9606.ENSP00000349960	9606.ENSP00000293328	0	0	0	0	0	0	0	0.612	0.612
ACTB	WNT1	9606.ENSP00000349960	9606.ENSP00000293549	0	0	0	0	0	0	0	0.535	0.535
ACTB	ALB	9606.ENSP00000349960	9606.ENSP00000295897	0	0	0	0	0	0.155	0	0.908	0.919
ACTB	ANXA5	9606.ENSP00000349960	9606.ENSP00000296511	0	0	0	0	0.090	0.151	0	0.888	0.906
ACTB	RICTOR	9606.ENSP00000349960	9606.ENSP00000296782	0	0	0	0	0	0	0	0.554	0.554
ACTB	NPM1	9606.ENSP00000349960	9606.ENSP00000296930	0	0	0	0	0.062	0.114	0	0.466	0.518
ACTB	SHH	9606.ENSP00000349960	9606.ENSP00000297261	0	0	0	0	0	0	0	0.585	0.585
ACTB	PRL	9606.ENSP00000349960	9606.ENSP00000302150	0	0	0	0	0	0	0	0.459	0.459
ACTB	MAP2K1	9606.ENSP00000349960	9606.ENSP00000302486	0	0	0	0	0.051	0.058	0	0.721	0.729
ACTB	BCL2L1	9606.ENSP00000349960	9606.ENSP00000302564	0	0	0	0	0.052	0.069	0	0.798	0.807
ACTB	IGF1	9606.ENSP00000349960	9606.ENSP00000302665	0	0	0	0	0	0	0	0.712	0.712
ACTB	HSPA4	9606.ENSP00000349960	9606.ENSP00000302961	0	0	0	0	0.052	0.111	0	0.718	0.741
ACTB	PCSK9	9606.ENSP00000349960	9606.ENSP00000303208	0	0	0	0	0.062	0.056	0	0.495	0.514
ACTB	INSR	9606.ENSP00000349960	9606.ENSP00000303830	0	0	0	0	0.053	0.505	0	0.476	0.733
ACTB	CTNNA1	9606.ENSP00000349960	9606.ENSP00000304669	0	0	0	0	0.055	0.078	0.800	0.337	0.869
ACTB	IRS1	9606.ENSP00000349960	9606.ENSP00000304895	0	0	0	0	0	0	0	0.649	0.649
ACTB	FOS	9606.ENSP00000349960	9606.ENSP00000306245	0	0	0	0	0	0	0	0.715	0.715
ACTB	RPTOR	9606.ENSP00000349960	9606.ENSP00000307272	0	0	0	0	0.064	0	0	0.544	0.555
ACTB	CASP3	9606.ENSP00000349960	9606.ENSP00000311032	0	0	0	0	0.052	0.156	0.800	0.910	0.983
ACTB	LEP	9606.ENSP00000349960	9606.ENSP00000312652	0	0	0	0	0	0	0	0.684	0.684
ACTB	HNF4A	9606.ENSP00000349960	9606.ENSP00000312987	0	0	0	0	0	0	0	0.607	0.607
ACTB	GNAI2	9606.ENSP00000349960	9606.ENSP00000312999	0	0	0	0	0.216	0.165	0	0.160	0.403
ACTB	KLK3	9606.ENSP00000349960	9606.ENSP00000314151	0	0	0	0	0	0	0	0.469	0.469
ACTB	ANGPT2	9606.ENSP00000349960	9606.ENSP00000314897	0	0	0	0	0.062	0	0	0.411	0.424
ACTB	EZH2	9606.ENSP00000349960	9606.ENSP00000320147	0	0	0	0	0	0.057	0	0.588	0.595
ACTB	PKM	9606.ENSP00000349960	9606.ENSP00000320171	0	0	0	0	0.153	0	0	0.592	0.640
ACTB	SLC2A4	9606.ENSP00000349960	9606.ENSP00000320935	0	0	0	0	0	0.059	0	0.645	0.652
ACTB	FGF13	9606.ENSP00000349960	9606.ENSP00000322390	0	0	0	0	0	0	0	0.566	0.566
ACTB	SOX2	9606.ENSP00000349960	9606.ENSP00000323588	0	0	0	0	0.054	0.056	0	0.712	0.721
ACTB	HSPA5	9606.ENSP00000349960	9606.ENSP00000324173	0	0	0	0	0.064	0.225	0	0.762	0.813
ACTB	GSK3B	9606.ENSP00000349960	9606.ENSP00000324806	0	0	0	0	0.064	0.078	0.900	0.634	0.964
ACTB	PGR	9606.ENSP00000349960	9606.ENSP00000325120	0	0	0	0	0	0.056	0	0.627	0.633
ACTB	CSF1	9606.ENSP00000349960	9606.ENSP00000327513	0	0	0	0	0	0.158	0	0.594	0.644
ACTB	SOCS1	9606.ENSP00000349960	9606.ENSP00000329418	0	0	0	0	0	0	0	0.514	0.514
ACTB	CASP9	9606.ENSP00000349960	9606.ENSP00000330237	0	0	0	0	0	0.156	0	0.844	0.863
ACTB	SOCS3	9606.ENSP00000349960	9606.ENSP00000330341	0	0	0	0	0	0	0	0.586	0.586
ACTB	PDGFB	9606.ENSP00000349960	9606.ENSP00000330382	0	0	0	0	0	0	0	0.425	0.425
ACTB	LEPR	9606.ENSP00000349960	9606.ENSP00000330393	0	0	0	0	0	0	0	0.500	0.500
ACTB	WT1	9606.ENSP00000349960	9606.ENSP00000331327	0	0	0	0	0.062	0.075	0	0.487	0.516
ACTB	SMAD3	9606.ENSP00000349960	9606.ENSP00000332973	0	0	0	0	0	0.284	0	0.647	0.737
ACTB	HSP90AA1	9606.ENSP00000349960	9606.ENSP00000335153	0	0	0	0	0.072	0.210	0	0.918	0.935
ACTB	FOXG1	9606.ENSP00000349960	9606.ENSP00000339004	0	0	0	0	0	0.098	0	0.382	0.419
ACTB	CAV1	9606.ENSP00000349960	9606.ENSP00000339191	0	0	0	0	0.052	0.502	0	0.609	0.800
ACTB	EIF4EBP1	9606.ENSP00000349960	9606.ENSP00000340691	0	0	0	0	0.083	0	0	0.716	0.728
ACTB	PTPN11	9606.ENSP00000349960	9606.ENSP00000340944	0	0	0	0	0.049	0.059	0	0.470	0.484
ACTB	PTK2	9606.ENSP00000349960	9606.ENSP00000341189	0	0	0	0	0	0.066	0	0.613	0.624
ACTB	STAT5A	9606.ENSP00000349960	9606.ENSP00000341208	0	0	0	0	0	0	0	0.626	0.626
ACTB	SMAD4	9606.ENSP00000349960	9606.ENSP00000341551	0	0	0	0	0	0.056	0	0.625	0.631
ACTB	ADIPOR1	9606.ENSP00000349960	9606.ENSP00000341785	0	0	0	0	0.049	0	0	0.441	0.446
ACTB	FOXM1	9606.ENSP00000349960	9606.ENSP00000342307	0	0	0	0	0.062	0.098	0	0.573	0.607
ACTB	JAK1	9606.ENSP00000349960	9606.ENSP00000343204	0	0	0	0	0.088	0.078	0	0.542	0.581
ACTB	ESR2	9606.ENSP00000349960	9606.ENSP00000343925	0	0	0	0	0	0.386	0	0.716	0.819
ACTB	CTNNB1	9606.ENSP00000349960	9606.ENSP00000344456	0	0	0	0	0.065	0.282	0	0.842	0.885
ACTB	NF2	9606.ENSP00000349960	9606.ENSP00000344666	0	0	0	0	0	0.150	0	0.367	0.439
ACTB	FN1	9606.ENSP00000349960	9606.ENSP00000346839	0	0	0	0	0	0.074	0	0.801	0.808
ACTB	SREBF1	9606.ENSP00000349960	9606.ENSP00000348069	0	0	0	0	0	0.062	0	0.696	0.703
ACTB	PAX3	9606.ENSP00000349960	9606.ENSP00000375921	0	0	0	0	0	0.057	0	0.391	0.402
ACTB	PIK3CD	9606.ENSP00000349960	9606.ENSP00000366563	0	0	0	0	0	0.153	0	0.331	0.409
ACTB	CISH	9606.ENSP00000349960	9606.ENSP00000409346	0	0	0	0	0	0	0	0.413	0.413
ACTB	SIRT5	9606.ENSP00000349960	9606.ENSP00000476228	0	0	0	0	0.062	0.063	0	0.390	0.417
ACTB	FSHR	9606.ENSP00000349960	9606.ENSP00000384708	0	0	0	0	0.053	0	0	0.413	0.420
ACTB	FGF1	9606.ENSP00000349960	9606.ENSP00000480791	0	0	0	0	0	0	0	0.421	0.421
ACTB	AREG	9606.ENSP00000349960	9606.ENSP00000379097	0	0	0	0	0	0	0	0.422	0.422
ACTB	PHB2	9606.ENSP00000349960	9606.ENSP00000441875	0	0	0	0	0.062	0.141	0	0.347	0.428
ACTB	NTF3	9606.ENSP00000349960	9606.ENSP00000397297	0	0	0	0	0	0	0	0.429	0.429
ACTB	AKT1S1	9606.ENSP00000349960	9606.ENSP00000375711	0	0	0	0	0	0	0	0.429	0.429
ACTB	STMN1	9606.ENSP00000349960	9606.ENSP00000410452	0	0	0	0	0.062	0	0	0.431	0.444
ACTB	ARF1	9606.ENSP00000349960	9606.ENSP00000440005	0	0	0	0	0.158	0.104	0	0.323	0.445
ACTB	FOXA2	9606.ENSP00000349960	9606.ENSP00000400341	0	0	0	0	0	0.072	0	0.428	0.446
ACTB	BCAR1	9606.ENSP00000349960	9606.ENSP00000391669	0	0	0	0	0	0.161	0	0.370	0.449
ACTB	FGF21	9606.ENSP00000349960	9606.ENSP00000471477	0	0	0	0	0	0	0	0.453	0.453
ACTB	EPS15	9606.ENSP00000349960	9606.ENSP00000360798	0	0	0	0	0.059	0.215	0	0.319	0.453
ACTB	GPER1	9606.ENSP00000349960	9606.ENSP00000380281	0	0	0	0	0	0	0	0.458	0.458
ACTB	PIK3CG	9606.ENSP00000349960	9606.ENSP00000352121	0	0	0	0	0	0.153	0	0.388	0.459
ACTB	SDC1	9606.ENSP00000349960	9606.ENSP00000370542	0	0	0	0	0	0	0	0.471	0.471
ACTB	ANGPT1	9606.ENSP00000349960	9606.ENSP00000428340	0	0	0	0	0	0	0	0.472	0.472
ACTB	VDR	9606.ENSP00000349960	9606.ENSP00000447173	0	0	0	0	0	0.117	0	0.430	0.475
ACTB	PIK3R1	9606.ENSP00000349960	9606.ENSP00000428056	0	0	0	0	0	0	0	0.476	0.476
ACTB	VEGFC	9606.ENSP00000349960	9606.ENSP00000480043	0	0	0	0	0	0	0	0.478	0.478
ACTB	FURIN	9606.ENSP00000349960	9606.ENSP00000483552	0	0	0	0	0.052	0.072	0	0.458	0.481
ACTB	YAP1	9606.ENSP00000349960	9606.ENSP00000478927	0	0	0	0	0	0.070	0	0.470	0.486
ACTB	MAP3K5	9606.ENSP00000349960	9606.ENSP00000351908	0	0	0	0	0	0	0	0.488	0.488
ACTB	YWHAB	9606.ENSP00000349960	9606.ENSP00000361930	0	0	0	0	0.125	0.151	0	0.372	0.492
ACTB	PTPN1	9606.ENSP00000349960	9606.ENSP00000360683	0	0	0	0	0.062	0.147	0	0.417	0.493
ACTB	XRCC5	9606.ENSP00000349960	9606.ENSP00000375978	0	0	0	0	0.062	0	0	0.484	0.495
ACTB	IRS2	9606.ENSP00000349960	9606.ENSP00000365016	0	0	0	0	0	0	0	0.499	0.499
ACTB	TGFB2	9606.ENSP00000349960	9606.ENSP00000355896	0	0	0	0	0	0	0	0.516	0.516
ACTB	NRAS	9606.ENSP00000349960	9606.ENSP00000358548	0	0	0	0	0.062	0.104	0	0.488	0.532
ACTB	CYP19A1	9606.ENSP00000349960	9606.ENSP00000379683	0	0	0	0	0	0	0	0.538	0.538
ACTB	HMGA2	9606.ENSP00000349960	9606.ENSP00000437621	0	0	0	0	0.055	0.158	0	0.472	0.543
ACTB	IGF2	9606.ENSP00000349960	9606.ENSP00000391826	0	0	0	0	0	0	0	0.547	0.547
ACTB	SUMO1	9606.ENSP00000349960	9606.ENSP00000376077	0	0	0	0	0.062	0.168	0	0.487	0.565
ACTB	BMP2	9606.ENSP00000349960	9606.ENSP00000368104	0	0	0	0	0	0	0	0.565	0.565
ACTB	GNB2L1	9606.ENSP00000349960	9606.ENSP00000426909	0	0	0	0	0.096	0.195	0	0.459	0.573
ACTB	DCTN1	9606.ENSP00000349960	9606.ENSP00000354791	0	0	0	0	0.062	0.370	0	0.362	0.590
ACTB	IGFBP3	9606.ENSP00000349960	9606.ENSP00000370473	0	0	0	0	0	0.270	0	0.466	0.593
ACTB	DICER1	9606.ENSP00000349960	9606.ENSP00000437256	0	0	0	0	0	0	0	0.601	0.601
ACTB	SLC2A1	9606.ENSP00000349960	9606.ENSP00000416293	0	0	0	0	0	0.059	0	0.605	0.613
ACTB	SHC1	9606.ENSP00000349960	9606.ENSP00000401303	0	0	0	0	0	0.301	0	0.471	0.614
ACTB	BRCA1	9606.ENSP00000349960	9606.ENSP00000418960	0	0	0	0	0	0	0	0.625	0.625
ACTB	CXCR4	9606.ENSP00000349960	9606.ENSP00000386884	0	0	0	0	0	0	0	0.628	0.628
ACTB	CEBPA	9606.ENSP00000349960	9606.ENSP00000427514	0	0	0	0	0	0	0	0.642	0.642
ACTB	EIF4E	9606.ENSP00000349960	9606.ENSP00000425561	0	0	0	0	0	0.100	0	0.627	0.650
ACTB	RPS6	9606.ENSP00000349960	9606.ENSP00000369757	0	0	0	0	0.062	0.149	0	0.598	0.651
ACTB	FOXO3	9606.ENSP00000349960	9606.ENSP00000385824	0	0	0	0	0	0.098	0	0.633	0.654
ACTB	NGF	9606.ENSP00000349960	9606.ENSP00000358525	0	0	0	0	0	0	0	0.656	0.656
ACTB	TRAF6	9606.ENSP00000349960	9606.ENSP00000433623	0	0	0	0	0	0.158	0	0.616	0.662
ACTB	ZEB1	9606.ENSP00000349960	9606.ENSP00000354487	0	0	0	0	0	0	0	0.663	0.663
ACTB	PRKCD	9606.ENSP00000349960	9606.ENSP00000378217	0	0	0	0	0.062	0.263	0	0.553	0.664
ACTB	JAK2	9606.ENSP00000349960	9606.ENSP00000371067	0	0	0	0	0.053	0.078	0	0.650	0.667
ACTB	FOXO1	9606.ENSP00000349960	9606.ENSP00000368880	0	0	0	0	0	0.098	0	0.654	0.674
ACTB	SOD2	9606.ENSP00000349960	9606.ENSP00000446252	0	0	0	0	0.049	0.056	0	0.668	0.676
ACTB	BCL2L11	9606.ENSP00000349960	9606.ENSP00000376943	0	0	0	0	0	0	0	0.688	0.688
ACTB	CDKN2A	9606.ENSP00000349960	9606.ENSP00000418915	0	0	0	0	0	0.152	0	0.653	0.693
ACTB	SNAI2	9606.ENSP00000349960	9606.ENSP00000380034	0	0	0	0	0	0	0	0.695	0.695
ACTB	XIAP	9606.ENSP00000349960	9606.ENSP00000360242	0	0	0	0	0	0.060	0	0.694	0.700
ACTB	MAPK8	9606.ENSP00000349960	9606.ENSP00000378974	0	0	0	0	0	0	0	0.701	0.701
ACTB	NCK1	9606.ENSP00000349960	9606.ENSP00000417273	0	0	0	0	0.079	0	0.600	0.260	0.703
ACTB	CDKN1A	9606.ENSP00000349960	9606.ENSP00000384849	0	0	0	0	0	0	0	0.712	0.712
ACTB	STAT1	9606.ENSP00000349960	9606.ENSP00000354394	0	0	0	0	0	0	0	0.713	0.713
